release_date,movie,genres,vote_count,num_votes,vote_average,popularity,average_rating,domestic_box_office,production_budget,rio_percentage,opening_weekend_box_office,multiplier,max_theatre_count,distributor,primary_name,primary_profession
2012-04-27,the five-year engagement,"comedy,romance",742,88469,5.8,10.7,6.2,28700285,30000000,95,10610060,2.7,2941,Universal,Jason Segel,"actor,soundtrack,writer"
2012-12-19,amour,"drama,romance",746,84960,7.7,10.7,7.9,6738954,9700000,69,68266,98.7,333,Sony Pict…,Michael Haneke,"director,writer,actor"
2012-08-10,the campaign,comedy,982,118678,5.7,10.3,6.1,86907746,95000000,91,26588460,3.3,3302,Warner Bros.,Chris Henchy,"producer,writer,actor"
2012-10-12,here comes the boom,"action,comedy,sport",812,81761,6.0,10.3,6.4,45290318,42000000,107,11816596,3.8,3014,Sony Pict…,Kevin James,"actor,producer,writer"
2012-01-11,red tails,"action,adventure,drama",256,31815,6.0,10.2,5.9,49876377,58000000,85,18782154,2.7,2573,20th Cent…,John Ridley,"producer,writer,miscellaneous"
2012-07-27,the watch,"action,comedy,horror",1356,115757,5.4,10.2,5.7,34353000,55000000,62,12750297,2.7,3168,20th Cent…,Seth Rogen,"actor,writer,producer"
2012-12-25,parental guidance,"comedy,family",276,23711,5.8,10.1,6.1,77267296,25000000,309,14554053,5.3,3368,20th Cent…,Lisa Addario,"writer,director,producer"
2012-10-18,alex cross,"action,crime,mystery",424,30951,5.1,10.0,5.1,25888412,35000000,73,11396768,2.3,2541,Lionsgate,Marc Moss,"writer,miscellaneous"
2012-02-24,wanderlust,"comedy,romance",693,69081,5.4,9.9,5.6,17288155,32500000,53,6526650,2.6,2002,Universal,Ken Marino,"actor,writer,producer"
2012-09-14,stolen,"action,crime,thriller",559,41313,5.3,9.8,5.5,289773,35000000,0,183125,1.6,141,Alchemy,David Guggenheim,"writer,producer,miscellaneous"
2012-09-14,stolen,"action,crime,thriller",559,41313,5.3,9.8,5.5,7943,35000000,0,1035,7.7,2,IFC Films,David Guggenheim,"writer,producer,miscellaneous"
2012-03-02,project x,comedy,2968,177782,6.4,9.7,6.7,54731865,12000000,456,21051363,2.6,3055,Warner Bros.,Michael Bacall,"actor,writer,soundtrack"
2016-11-18,project x,comedy,7,177782,5.6,1.4,6.7,54731865,12000000,456,21051363,2.6,3055,Warner Bros.,Michael Bacall,"actor,writer,soundtrack"
2012-06-22,to rome with love,"comedy,music,romance",1097,79381,5.7,9.6,6.3,16684352,21500000,77,361359,46.2,806,Sony Pict…,Woody Allen,"writer,director,actor"
2012-12-07,deadfall,"crime,drama,thriller",357,36491,5.9,9.5,6.3,66351,6000000,1,19391,3.4,17,Magnolia …,Zach Dean,"writer,producer"
2013-05-17,frances ha,"comedy,drama,romance",624,60026,7.4,9.4,7.4,4067398,3000000,135,137398,29.6,233,IFC Films,Noah Baumbach,"writer,director,producer"
2012-04-13,the three stooges,"comedy,family",215,28570,5.1,9.4,5.1,44338224,30000000,147,17010125,2.6,3482,20th Cent…,Mike Cerrone,"actor,writer,production_manager"
2012-08-15,the odd life of timothy green,"comedy,drama,family",605,42770,6.7,9.2,6.6,51853450,40000000,129,10822903,4.8,2717,Walt Disney,Peter Hedges,"writer,director,actor"
2012-06-08,safety not guaranteed,"comedy,drama,romance",792,111907,6.9,9.2,7.0,4010957,750000,534,97762,41.0,182,FilmDistrict,Derek Connolly,"writer,producer,actor"
2012-06-29,people like us,"comedy,drama",360,39618,6.8,9.1,7.1,12431792,16000000,77,4255423,2.9,2055,Walt Disney,Alex Kurtzman,"producer,writer,miscellaneous"
2012-09-21,the collection,"action,horror,thriller",465,42256,6.1,9.1,6.1,6810754,10000000,68,3104269,2.2,1403,LD Distri…,Marcus Dunstan,"writer,producer,director"
2017-03-11,the collection,"action,horror,thriller",1,42256,7.0,0.8,6.1,6810754,10000000,68,3104269,2.2,1403,LD Distri…,Marcus Dunstan,"writer,producer,director"
2012-08-31,the possession,"horror,mystery,thriller",918,53649,5.9,9.0,5.9,49130588,14000000,350,17732480,2.8,2860,Lionsgate,Stiles White,"special_effects,writer,producer"
2012-09-06,the cold light of day,"action,thriller",463,33039,5.1,9.0,4.9,3763583,20000000,18,1831588,2.1,1511,Lionsgate,Scott Wiper,"writer,director,actor"
2012-10-19,paranormal activity 4,"horror,mystery,thriller",1026,58408,5.4,9.0,4.6,53900335,5000000,1078,29003866,1.9,3412,Paramount…,Christopher Landon,"writer,producer,director"
2012-12-19,the guilt trip,"comedy,drama",403,33702,5.4,8.9,5.8,37134215,40000000,92,5290629,7.0,2431,Paramount…,Dan Fogelman,"writer,producer,miscellaneous"
2012-12-28,promised land,drama,378,34659,6.2,8.7,6.6,7597898,15000000,50,173915,43.7,1676,Focus Fea…,Matt Damon,"producer,actor,soundtrack"
2012-08-31,for a good time call,comedy,167,14990,5.8,8.7,6.0,1251749,850000,147,143935,8.7,107,Focus Fea…,Lauren Miller Rogen,"actress,writer,producer"
2017-04-01,for a good time call,comedy,1,14990,5.5,0.9,6.0,1251749,850000,147,143935,8.7,107,Focus Fea…,Lauren Miller Rogen,"actress,writer,producer"
2012-05-25,the best exotic marigold hotel,"comedy,drama,romance",756,85811,6.9,8.7,7.3,46383639,10000000,463,737051,62.9,1298,Fox Searc…,Deborah Moggach,"writer,actress"
2012-01-27,one for the money,"action,comedy,crime",615,38473,5.5,8.6,5.3,26414527,42000000,62,11515790,2.3,2737,Lionsgate,Stacy Sherman,"writer,producer,director"
2012-09-21,trouble with the curve,"drama,sport",613,56129,6.7,8.5,6.8,35763137,60000000,59,12162040,2.9,3212,Warner Bros.,Randy Brown,writer
2012-08-07,hope springs,"comedy,drama,romance",429,38667,6.1,8.3,6.3,63536011,30000000,211,14650121,4.3,2441,Sony Pict…,Vanessa Taylor,"producer,writer"
2012-07-12,red lights,"drama,fantasy,horror",615,55287,6.1,8.2,6.2,49521,17700000,0,10340,4.8,18,Alchemy,Rodrigo Cortés,"writer,editor,director"
2012-10-05,the paperboy,"crime,drama,mystery",409,33940,5.5,8.1,5.8,677200,12500000,5,102706,6.6,76,Alchemy,Lee Daniels,"writer,producer,director"
2012-12-21,this is 40,"comedy,romance",1296,118862,5.7,8.1,6.2,67544505,35000000,192,11579175,5.8,2931,Universal,Judd Apatow,"producer,writer,director"
2012-08-06,truth or dare,"horror,romance,thriller",194,14,5.6,8.1,6.0,41411015,3500000,1183,18667855,2.2,3068,Universal,Tom Boyle,"producer,writer,cinematographer"
2012-08-06,truth or dare,"horror,mystery",194,8123,5.6,8.1,5.6,41411015,3500000,1183,18667855,2.2,3068,Universal,Matthew McGuchan,"writer,producer,director"
2013-09-13,truth or dare,"horror,romance,thriller",3,14,4.7,0.8,6.0,41411015,3500000,1183,18667855,2.2,3068,Universal,Tom Boyle,"producer,writer,cinematographer"
2013-09-13,truth or dare,"horror,mystery",3,8123,4.7,0.8,5.6,41411015,3500000,1183,18667855,2.2,3068,Universal,Matthew McGuchan,"writer,producer,director"
2014-06-15,truth or dare,"horror,romance,thriller",1,14,7.0,0.6,6.0,41411015,3500000,1183,18667855,2.2,3068,Universal,Tom Boyle,"producer,writer,cinematographer"
2014-06-15,truth or dare,"horror,mystery",1,8123,7.0,0.6,5.6,41411015,3500000,1183,18667855,2.2,3068,Universal,Matthew McGuchan,"writer,producer,director"
2017-10-08,truth or dare,"horror,romance,thriller",50,14,5.2,4.4,6.0,41411015,3500000,1183,18667855,2.2,3068,Universal,Tom Boyle,"producer,writer,cinematographer"
2017-10-08,truth or dare,"horror,mystery",50,8123,5.2,4.4,5.6,41411015,3500000,1183,18667855,2.2,3068,Universal,Matthew McGuchan,"writer,producer,director"
2018-04-13,truth or dare,"horror,romance,thriller",2005,14,6.0,14.4,6.0,41411015,3500000,1183,18667855,2.2,3068,Universal,Tom Boyle,"producer,writer,cinematographer"
2018-04-13,truth or dare,"horror,mystery",2005,8123,6.0,14.4,5.6,41411015,3500000,1183,18667855,2.2,3068,Universal,Matthew McGuchan,"writer,producer,director"
2012-06-22,seeking a friend for the end of the world,"adventure,comedy,drama",1108,102047,6.4,8.1,6.7,7078738,10000000,70,3822803,1.9,1625,Focus Fea…,Lorene Scafaria,"writer,actress,soundtrack"
2012-03-08,a thousand words,"comedy,drama",685,36387,6.1,8.0,5.9,18450127,40000000,46,6176280,3.0,1895,Paramount…,Steve Koren,"writer,producer,miscellaneous"
2012-08-24,the apparition,"horror,thriller",221,18112,4.3,7.7,4.1,4936819,17000000,29,2841488,1.7,810,Warner Bros.,Todd Lincoln,"director,writer,producer"
2018-09-07,the apparition,"horror,thriller",63,18112,6.4,7.9,4.1,4936819,17000000,29,2841488,1.7,810,Warner Bros.,Todd Lincoln,"director,writer,producer"
2012-09-14,after,"drama,fantasy,mystery",86,4881,5.7,7.7,5.5,12138565,650000,1867,6002349,2.0,2138,Aviron Pi…,Jason Parish,"art_department,writer,producer"
2012-09-14,after,"drama,fantasy,mystery",86,4881,5.7,7.7,5.5,24545,650000,3,6333,3.9,1,Paladin,Jason Parish,"art_department,writer,producer"
2014-08-08,after,"drama,fantasy,mystery",1,4881,4.0,0.9,5.5,12138565,650000,1867,6002349,2.0,2138,Aviron Pi…,Jason Parish,"art_department,writer,producer"
2014-08-08,after,"drama,fantasy,mystery",1,4881,4.0,0.9,5.5,24545,650000,3,6333,3.9,1,Paladin,Jason Parish,"art_department,writer,producer"
2012-11-13,jab tak hai jaan,"drama,romance",107,48364,6.9,7.7,6.8,3047539,9200000,33,1283585,2.4,164,Yash Raj …,Devika Bhagat,"writer,assistant_director,director"
2012-03-16,casa de mi padre,"comedy,western",154,19170,5.2,7.7,5.5,5909483,6000000,98,2287239,2.6,475,Lionsgate,Andrew Steele,"writer,producer,miscellaneous"
2012-06-29,beasts of the southern wild,"adventure,drama,fantasy",605,77440,6.9,7.5,7.3,12795746,1800000,710,169702,75.4,318,Fox Searc…,Benh Zeitlin,"director,writer,composer"
2012-07-06,savages,"crime,drama,thriller",1246,115793,6.3,7.5,6.5,47323100,45000000,105,16016910,3.0,2635,Universal,Oliver Stone,"director,producer,writer"
2012-08-16,robot  frank,"comedy,crime,drama",620,59229,6.9,7.5,7.1,3317468,2500000,132,35539,93.3,209,Samuel Go…,Christopher Ford,"writer,actor,producer"
2012-01-06,the devil inside,"horror,thriller",441,34,4.7,7.4,6.7,53262945,1000000,5326,33732515,1.6,2551,Paramount…,Robert Shaw,"miscellaneous,location_management,writer"
2012-01-06,the devil inside,horror,441,33522,4.7,7.4,4.2,53262945,1000000,5326,33732515,1.6,2551,Paramount…,William Brent Bell,"director,producer,writer"
2012-09-07,the words,"drama,mystery,romance",628,70308,6.6,7.2,7.1,11494838,6000000,191,4750894,2.4,2801,CBS Films,Brian Klugman,"actor,writer,director"
2012-06-14,your sister's sister,"comedy,drama",192,24780,6.6,7.1,6.7,1597486,120000,1331,109221,14.6,101,IFC Films,Lynn Shelton,"director,actress,producer"
2012-10-26,fun size,"adventure,comedy",249,12926,5.5,7.1,5.4,9409538,14000000,67,4101017,2.3,3016,Paramount…,Max Werner,"writer,producer,miscellaneous"
2012-09-06,bachelorette,"comedy,romance",755,43131,5.4,7.0,5.3,446770,3000000,14,181494,2.5,60,Weinstein…,Leslye Headland,"writer,director,producer"
2012-08-24,compliance,"biography,crime,drama",340,28703,6.4,6.9,6.4,319285,270000,118,16427,19.4,21,Magnolia …,Craig Zobel,"director,producer,writer"
2012-03-11,eden,"crime,drama",100,7709,6.8,6.9,6.7,65460,2300000,2,18987,3.4,15,Broad Gre…,Megan Griffiths,"assistant_director,director,producer"
2015-06-19,eden,"crime,drama",57,7709,5.8,5.4,6.7,65460,2300000,2,18987,3.4,15,Broad Gre…,Megan Griffiths,"assistant_director,director,producer"
2014-10-04,eden,"crime,drama",2,7709,5.0,0.6,6.7,65460,2300000,2,18987,3.4,15,Broad Gre…,Megan Griffiths,"assistant_director,director,producer"
2015-09-18,eden,"crime,drama",29,7709,5.4,3.1,6.7,65460,2300000,2,18987,3.4,15,Broad Gre…,Megan Griffiths,"assistant_director,director,producer"
2018-11-25,eden,"crime,drama",1,7709,0.0,0.6,6.7,65460,2300000,2,18987,3.4,15,Broad Gre…,Megan Griffiths,"assistant_director,director,producer"
2012-01-13,joyful noise,"comedy,drama,music",70,7575,6.4,6.8,5.8,30932113,27500000,112,11225190,2.8,2735,Warner Bros.,Todd Graff,"actor,writer,producer"
2012-02-03,big miracle,"biography,drama,family",250,17585,6.6,6.8,6.5,20157300,40000000,50,7760205,2.6,2133,Universal,Jack Amiel,"writer,producer,miscellaneous"
2012-11-02,vamps,"comedy,horror,thriller",145,13,5.0,6.6,4.5,3361,16000000,0,548,6.1,1,Anchor Ba…,Marcus Dreeke,"actor,miscellaneous,director"
2012-04-06,damsels in distress,"comedy,drama,romance",103,8794,5.5,6.6,5.7,1007535,3000000,33,58589,17.2,205,Sony Pict…,Whit Stillman,"director,writer,producer"
2012-10-26,chasing mavericks,"biography,drama,sport",329,28994,7.0,6.5,7.2,6002756,20000000,30,2268274,2.6,2030,20th Cent…,Brandon Hooper,"actor,writer,producer"
2012-12-21,cirque du soleil worlds away,fantasy,82,7643,6.8,6.5,6.8,12512862,25000000,50,2282368,5.5,840,Paramount…,Andrew Adamson,"producer,writer,director"
2012-10-18,the sessions,"biography,comedy,drama",296,39731,6.9,6.5,7.2,6002451,1000000,600,113467,52.9,516,Fox Searc…,Ben Lewin,"director,writer,producer"
2012-09-28,won't back down,drama,64,5915,6.3,6.1,6.4,5310554,19000000,27,2603370,2.0,2517,20th Cent…,Brin Hill,"writer,director,cinematographer"
2014-06-03,won't back down,drama,3,5915,6.2,0.9,6.4,5310554,19000000,27,2603370,2.0,2517,20th Cent…,Brin Hill,"writer,director,cinematographer"
2012-08-10,twixt,"comedy,fantasy,horror",132,9774,5.0,6.1,4.8,1996,7000000,0,1589,1.3,13,Rialto Pi…,Francis Ford Coppola,"producer,director,writer"
2012-08-22,samsara,"documentary,music",276,29725,8.2,6.0,8.5,2672413,4000000,66,76222,35.1,70,Oscillosc…,Ron Fricke,"cinematographer,camera_department,writer"
2012-04-20,think like a man,"comedy,romance",438,41043,6.9,5.9,6.6,91547205,12000000,762,33636303,2.7,2052,Sony Pict…,Steve Harvey,"producer,actor,writer"
2012-09-27,trade of innocents,"drama,thriller",16,860,5.7,5.9,5.4,15091,5800000,0,588,25.7,3,Monterey …,Christopher M. Bessette,"writer,director,producer"
2012-03-02,tim and eric's billion dollar movie,comedy,61,9004,5.7,4.9,5.4,201436,3000000,6,87475,2.3,33,Magnet Pi…,Jon Mugar,"producer,writer,actor"
2012-04-20,darling companion,"comedy,drama,romance",46,3085,5.0,4.7,5.1,793352,12000000,6,39962,19.9,64,Sony Pict…,Lawrence Kasdan,"writer,producer,director"
2012-06-01,for greater glory the true story of cristiada,"drama,history,war",63,4202,6.6,4.5,6.6,5669081,12000000,47,1885608,3.0,757,ARC Enter…,Michael Love,"writer,producer,director"
2012-04-27,detention of the dead,"action,adventure,comedy",50,2414,5.0,4.3,4.6,1778,500000,0,1332,1.3,2,Anchor Ba…,Alex Craig Mann,"actor,director,writer"
2012-04-13,blue like jazz,"comedy,drama",35,2810,5.9,3.3,5.9,595018,1200000,49,261190,2.3,136,Roadside …,Steve Taylor,"actor,producer,director"
2012-08-29,the oogieloves in the big balloon adventure,"adventure,family,fantasy",9,14723,2.6,1.6,6.0,1065907,20000000,5,443901,2.4,2160,Kenn Vise…,Scott Stabile,"writer,actor,music_department"
2012-09-14,resident evil retribution,"action,horror,sci-fi",2321,125191,5.7,1.3,5.4,42345531,65000000,65,21052227,2.0,3016,Sony Pict…,Paul W.S. Anderson,"writer,producer,director"
2012-09-28,the other dream team,"documentary,sport",12,3332,7.5,1.3,8.4,134109,500000,26,19821,6.8,14,Film Arcade,Jon Weinbach,"producer,writer,director"
2012-02-15,into the woods,thriller,3,167,2.7,1.2,2.6,128002372,56200000,227,31051923,4.1,2833,Walt Disney,Hadrian Hooks,"actor,director,writer"
2014-12-25,into the woods,thriller,2880,167,5.7,13.7,2.6,128002372,56200000,227,31051923,4.1,2833,Walt Disney,Hadrian Hooks,"actor,director,writer"
2012-06-01,hardflip,"action,drama",7,673,5.0,1.2,5.6,96734,1000000,9,49879,1.9,22,Rocky Mou…,Johnny Remo,"producer,writer,director"
2012-01-07,morgan,"drama,romance",12,1232,6.7,1.1,6.8,3915251,8000000,48,2012709,1.9,2020,20th Cent…,Michael D. Akers,"director,editor,miscellaneous"
2016-09-02,morgan,"drama,romance",843,1232,5.7,9.9,6.8,3915251,8000000,48,2012709,1.9,2020,20th Cent…,Michael D. Akers,"director,editor,miscellaneous"
2012-06-06,cinderella,"drama,family,fantasy",8,142792,4.6,1.0,6.9,201151353,95000000,211,67877361,3.0,3848,Walt Disney,Charles Perrault,writer
2015-03-13,cinderella,"drama,family,fantasy",4517,142792,6.7,29.1,6.9,201151353,95000000,211,67877361,3.0,3848,Walt Disney,Charles Perrault,writer
2012-05-24,split,"drama,fantasy",2,380,5.3,0.9,3.6,138141585,5000000,2762,40010975,3.5,3373,Universal,Deborah Kampmeier,"writer,director,producer"
2016-09-26,split,"drama,fantasy",10375,380,7.2,25.8,3.6,138141585,5000000,2762,40010975,3.5,3373,Universal,Deborah Kampmeier,"writer,director,producer"
2016-04-07,split,"drama,fantasy",5,380,5.0,2.5,3.6,138141585,5000000,2762,40010975,3.5,3373,Universal,Deborah Kampmeier,"writer,director,producer"
2016-08-02,split,"drama,fantasy",16,380,4.8,2.0,3.6,138141585,5000000,2762,40010975,3.5,3373,Universal,Deborah Kampmeier,"writer,director,producer"
2012-05-02,redemption,"adventure,drama,romance",2,98,3.8,0.7,4.5,36686,23000000,0,19768,1.9,19,Roadside …,Joseph P. Stachura,"producer,director,writer"
2013-04-05,redemption,"adventure,drama,romance",2,98,5.5,0.7,4.5,36686,23000000,0,19768,1.9,19,Roadside …,Joseph P. Stachura,"producer,director,writer"
2013-10-11,redemption,"adventure,drama,romance",2,98,10.0,0.6,4.5,36686,23000000,0,19768,1.9,19,Roadside …,Joseph P. Stachura,"producer,director,writer"
2012-06-09,transcendence,drama,2,22,5.5,0.6,6.1,23022309,100000000,23,10886386,2.1,3455,Warner Bros.,Nicholas P. Richards,"art_department,editor,actor"
2014-04-17,transcendence,drama,3491,22,6.0,11.0,6.1,23022309,100000000,23,10886386,2.1,3455,Warner Bros.,Nicholas P. Richards,"art_department,editor,actor"
2013-11-08,thor the dark world,"action,adventure,fantasy",10171,540996,6.7,31.0,6.9,206362140,150000000,137,85737841,2.4,3841,Walt Disney,Jack Kirby,"writer,animation_department,miscellaneous"
2013-12-25,the wolf of wall street,"biography,crime,drama",12411,1035358,7.9,29.5,8.2,116949183,100000000,116,18410067,6.4,2557,Paramount…,Jordan Belfort,"producer,actor,writer"
2013-10-04,gravity,"drama,sci-fi,thriller",9586,710018,7.2,27.8,7.7,274092705,110000000,249,55785112,4.9,3820,Warner Bros.,George Clooney,"actor,producer,director"
2013-06-14,man of steel,"action,adventure,sci-fi",9758,647288,6.5,27.7,7.1,291045518,225000000,129,116619362,2.5,4207,Warner Bros.,David S. Goyer,"writer,producer,director"
2013-12-25,47 ronin,"action,adventure,drama",2080,135754,6.0,25.0,6.3,38362475,175000000,21,9910310,3.9,2690,Universal,Hossein Amini,"writer,producer,director"
2013-06-06,the purge,"horror,thriller",4797,183549,6.2,24.4,5.7,64473115,3000000,2149,34058360,1.9,2591,Universal,James DeMonaco,"writer,producer,director"
2013-07-19,ripd,"action,adventure,comedy",2047,109078,5.6,21.4,5.6,33618855,130000000,25,12691415,2.6,2852,Universal,Phil Hay,"writer,producer,actor"
2013-12-13,the hobbit the desolation of smaug,"adventure,fantasy",7739,565563,7.6,21.3,7.8,258241522,250000000,103,73645197,3.5,3928,Warner Bros.,Peter Jackson,"producer,director,writer"
2013-05-16,star trek into darkness,"action,adventure,sci-fi",6182,445535,7.4,20.5,7.7,228778661,190000000,120,70165559,3.3,3907,Paramount…,Alex Kurtzman,"producer,writer,miscellaneous"
2013-06-21,monsters university,"adventure,animation,comedy",6362,291887,7.0,20.3,7.3,268488329,200000000,134,82429469,3.3,4004,Walt Disney,Robert L. Baird,"writer,producer,miscellaneous"
2013-11-22,the hunger games catching fire,"action,adventure,sci-fi",11170,575455,7.4,20.2,7.5,424668047,130000000,326,158074286,2.7,4163,Lionsgate,Simon Beaufoy,"writer,producer,director"
2013-07-03,despicable me 2,"adventure,animation,comedy",7319,344230,6.9,19.0,7.4,368065385,76000000,484,84227980,4.4,4003,Universal,Ken Daurio,"writer,director,producer"
2013-07-19,the conjuring,"horror,mystery,thriller",5912,397233,7.5,18.9,7.5,137400141,20000000,687,41855326,3.3,3115,Warner Bros.,Carey W. Hayes,"writer,producer,actor"
2013-04-18,oblivion,"action,adventure,sci-fi",6850,453966,6.5,18.5,7.0,89107235,120000000,74,37054485,2.4,3792,Universal,Michael Arndt,"writer,miscellaneous,producer"
2013-09-27,cloudy with a chance of meatballs 2,"adventure,animation,comedy",1679,81010,6.4,18.3,6.4,119793567,78000000,153,34017930,3.5,4001,Sony Pict…,John Francis Daley,"actor,writer,director"
2013-01-04,texas chainsaw 3d,"horror,thriller",780,41784,5.3,18.3,4.8,34341945,20000000,171,21744470,1.6,2659,Lionsgate,Tobe Hooper,"director,writer,producer"
